timestamp,channel,action,payload
1772985141339,CH1,POWER (Simulated),2.002
1772985142339,CH1,POWER (Simulated),1.223
1772985143339,CH1,POWER (Simulated),2.919
1772985144340,CH1,POWER (Simulated),0.358
1772985145339,CH1,POWER (Simulated),2.124
1772985146339,CH1,POWER (Simulated),2.984
1772985147339,CH1,POWER (Simulated),3.334
1772985148339,CH1,POWER (Simulated),1.995
1772985149339,CH1,POWER (Simulated),2.125
1772985150339,CH1,POWER (Simulated),1.157
1772985151339,CH1,POWER (Simulated),1.507
1772985152339,CH1,POWER (Simulated),2.836
1772985153339,CH1,POWER (Simulated),0.629
1772985154339,CH1,POWER (Simulated),0.257
1772985155340,CH1,POWER (Simulated),4.637
1772985156340,CH1,POWER (Simulated),3.504
1772985157339,CH1,POWER (Simulated),1.202
1772985158339,CH1,POWER (Simulated),2.622
1772985159339,CH1,POWER (Simulated),4.750
1772985160339,CH1,POWER (Simulated),0.336
1772985161339,CH1,POWER (Simulated),4.984
1772985162339,CH1,POWER (Simulated),4.800
1772985163339,CH1,POWER (Simulated),0.232
1772985164340,CH1,POWER (Simulated),3.979
1772985165340,CH1,POWER (Simulated),4.051
1772985166339,CH1,POWER (Simulated),2.238
1772985167339,CH1,POWER (Simulated),0.847
1772985168339,CH1,POWER (Simulated),3.508
1772985169339,CH1,POWER (Simulated),0.267
1772985170339,CH1,POWER (Simulated),0.949
1772985171339,CH1,POWER (Simulated),0.390
1772985172339,CH1,POWER (Simulated),3.449
1772985173339,CH1,POWER (Simulated),4.548
1772985174339,CH1,POWER (Simulated),3.628
1772985175339,CH1,POWER (Simulated),4.977
1772985176339,CH1,POWER (Simulated),4.628
1772985177340,CH1,POWER (Simulated),3.920
1772985178340,CH1,POWER (Simulated),0.116
1772985179339,CH1,POWER (Simulated),0.144
1772985180339,CH1,POWER (Simulated),3.977
1772985181339,CH1,POWER (Simulated),0.262
1772985182339,CH1,POWER (Simulated),0.766
1772985183339,CH1,POWER (Simulated),1.781
1772985184339,CH1,POWER (Simulated),0.625
1772985185339,CH1,POWER (Simulated),3.398
1772985186339,CH1,POWER (Simulated),2.285
1772985187339,CH1,POWER (Simulated),0.587
1772985188339,CH1,POWER (Simulated),2.179
1772985189339,CH1,POWER (Simulated),2.517
1772985190339,CH1,POWER (Simulated),3.439
1772985191339,CH1,POWER (Simulated),3.398
1772985192340,CH1,POWER (Simulated),1.656
1772985193339,CH1,POWER (Simulated),1.879
1772985194339,CH1,POWER (Simulated),0.750
1772985195339,CH1,POWER (Simulated),3.121
1772985196339,CH1,POWER (Simulated),2.102
1772985197339,CH1,POWER (Simulated),3.156
1772985198339,CH1,POWER (Simulated),0.756
1772985199339,CH1,POWER (Simulated),4.674
1772985200339,CH1,POWER (Simulated),3.025
1772985201339,CH1,POWER (Simulated),2.346
1772985202339,CH1,POWER (Simulated),1.523
1772985203339,CH1,POWER (Simulated),3.910
1772985204339,CH1,POWER (Simulated),3.134
1772985205339,CH1,POWER (Simulated),3.514
1772985206339,CH1,POWER (Simulated),3.460
1772985207339,CH1,POWER (Simulated),3.949
1772985208340,CH1,POWER (Simulated),0.343
1772985209340,CH1,POWER (Simulated),4.167
1772985210340,CH1,POWER (Simulated),3.378
1772985211339,CH1,POWER (Simulated),3.212
1772985212339,CH1,POWER (Simulated),2.941
1772985213339,CH1,POWER (Simulated),3.530
1772985214339,CH1,POWER (Simulated),0.605
1772985215340,CH1,POWER (Simulated),0.215
1772985216339,CH1,POWER (Simulated),1.975
1772985217339,CH1,POWER (Simulated),4.843
1772985218339,CH1,POWER (Simulated),0.137
1772985219339,CH1,POWER (Simulated),3.069
1772985220339,CH1,POWER (Simulated),3.025
1772985221339,CH1,POWER (Simulated),3.271
1772985222339,CH1,POWER (Simulated),3.611
1772985223339,CH1,POWER (Simulated),1.959
1772985224339,CH1,POWER (Simulated),1.880
1772985225339,CH1,POWER (Simulated),1.061
1772985226340,CH1,POWER (Simulated),2.893
1772985227339,CH1,POWER (Simulated),0.695
1772985228339,CH1,POWER (Simulated),2.119
1772985229339,CH1,POWER (Simulated),4.046
1772985230339,CH1,POWER (Simulated),3.346
1772985231339,CH1,POWER (Simulated),4.821
1772985232340,CH1,POWER (Simulated),4.985
1772985233103,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=363D58B5E70303A2,test=APX1090-queryA.sql,loop=2/3,runs=100,elapsed_sec=121.603489,failures=0"",""timestamp"":1772985233103}"
1772985233340,CH1,POWER (Simulated),1.871
1772985234339,CH1,POWER (Simulated),1.493
1772985235339,CH1,POWER (Simulated),0.289
1772985236340,CH1,POWER (Simulated),0.716
1772985237339,CH1,POWER (Simulated),4.918
1772985238340,CH1,POWER (Simulated),3.503
1772985239339,CH1,POWER (Simulated),1.063
1772985240339,CH1,POWER (Simulated),1.627
1772985241340,CH1,POWER (Simulated),2.571
1772985242339,CH1,POWER (Simulated),2.359
1772985243340,CH1,POWER (Simulated),2.844
1772985244339,CH1,POWER (Simulated),0.373
1772985245339,CH1,POWER (Simulated),4.486
1772985246340,CH1,POWER (Simulated),2.057
1772985247339,CH1,POWER (Simulated),4.621
1772985248339,CH1,POWER (Simulated),3.926
1772985249340,CH1,POWER (Simulated),0.151
1772985250340,CH1,POWER (Simulated),0.626
1772985251339,CH1,POWER (Simulated),1.904
1772985252339,CH1,POWER (Simulated),3.249
1772985253340,CH1,POWER (Simulated),2.252
1772985254340,CH1,POWER (Simulated),2.559
1772985255339,CH1,POWER (Simulated),2.682
1772985256340,CH1,POWER (Simulated),3.921
1772985257340,CH1,POWER (Simulated),2.787
1772985258339,CH1,POWER (Simulated),4.567
1772985259340,CH1,POWER (Simulated),0.618
1772985260339,CH1,POWER (Simulated),4.662
1772985261339,CH1,POWER (Simulated),3.953
1772985262340,CH1,POWER (Simulated),4.619
1772985263123,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=363D58B5E70303A2,test=APX1090-queryA.sql,loop=3/3,runs=100"",""timestamp"":1772985263123}"
1772985263340,CH1,POWER (Simulated),2.240
1772985264339,CH1,POWER (Simulated),3.506
1772985265339,CH1,POWER (Simulated),3.962
1772985266339,CH1,POWER (Simulated),1.131
1772985267339,CH1,POWER (Simulated),2.144
1772985268339,CH1,POWER (Simulated),3.847
1772985269339,CH1,POWER (Simulated),3.721
1772985270339,CH1,POWER (Simulated),3.374
1772985271339,CH1,POWER (Simulated),4.656
1772985272339,CH1,POWER (Simulated),0.520
1772985273339,CH1,POWER (Simulated),2.136
1772985274340,CH1,POWER (Simulated),3.678
1772985275340,CH1,POWER (Simulated),2.827
1772985276340,CH1,POWER (Simulated),4.542
1772985277340,CH1,POWER (Simulated),3.424
1772985278339,CH1,POWER (Simulated),4.313
1772985279339,CH1,POWER (Simulated),4.248
1772985280339,CH1,POWER (Simulated),3.104
1772985281339,CH1,POWER (Simulated),1.628
1772985282339,CH1,POWER (Simulated),4.986
1772985283339,CH1,POWER (Simulated),0.903
1772985284339,CH1,POWER (Simulated),0.334
1772985285339,CH1,POWER (Simulated),3.542
1772985286339,CH1,POWER (Simulated),1.404
1772985287340,CH1,POWER (Simulated),0.339
1772985288340,CH1,POWER (Simulated),2.119
1772985289339,CH1,POWER (Simulated),0.746
1772985290339,CH1,POWER (Simulated),1.151
1772985291339,CH1,POWER (Simulated),4.791
1772985292339,CH1,POWER (Simulated),3.307
1772985293339,CH1,POWER (Simulated),3.578
1772985294339,CH1,POWER (Simulated),3.362
1772985295339,CH1,POWER (Simulated),1.055
1772985296340,CH1,POWER (Simulated),4.157
1772985297340,CH1,POWER (Simulated),4.525
1772985298339,CH1,POWER (Simulated),1.690
1772985299339,CH1,POWER (Simulated),4.102
1772985300339,CH1,POWER (Simulated),4.467
1772985301339,CH1,POWER (Simulated),1.543
1772985302339,CH1,POWER (Simulated),1.535
1772985303339,CH1,POWER (Simulated),2.371
1772985304339,CH1,POWER (Simulated),2.221
1772985305340,CH1,POWER (Simulated),4.522
1772985306340,CH1,POWER (Simulated),3.158
1772985307339,CH1,POWER (Simulated),4.746
1772985308339,CH1,POWER (Simulated),4.368
1772985309339,CH1,POWER (Simulated),1.166
1772985310339,CH1,POWER (Simulated),2.363
1772985311339,CH1,POWER (Simulated),2.178
1772985312339,CH1,POWER (Simulated),3.226
1772985313339,CH1,POWER (Simulated),1.000
1772985314340,CH1,POWER (Simulated),1.603
1772985315340,CH1,POWER (Simulated),2.641
1772985316339,CH1,POWER (Simulated),2.683
1772985317339,CH1,POWER (Simulated),3.791
1772985318339,CH1,POWER (Simulated),2.889
1772985319339,CH1,POWER (Simulated),4.187
1772985320340,CH1,POWER (Simulated),3.312
1772985321340,CH1,POWER (Simulated),3.755
1772985322339,CH1,POWER (Simulated),3.176
1772985323339,CH1,POWER (Simulated),4.561
1772985324339,CH1,POWER (Simulated),1.086
1772985325339,CH1,POWER (Simulated),1.728
1772985326339,CH1,POWER (Simulated),3.799
1772985327339,CH1,POWER (Simulated),4.199
1772985328339,CH1,POWER (Simulated),3.304
1772985329339,CH1,POWER (Simulated),4.716
1772985330339,CH1,POWER (Simulated),1.262
1772985331339,CH1,POWER (Simulated),4.868
1772985332339,CH1,POWER (Simulated),4.682
1772985333339,CH1,POWER (Simulated),2.833
1772985334339,CH1,POWER (Simulated),0.890
1772985335339,CH1,POWER (Simulated),2.622
1772985336339,CH1,POWER (Simulated),3.105
1772985337339,CH1,POWER (Simulated),3.244
1772985338339,CH1,POWER (Simulated),0.178
1772985339339,CH1,POWER (Simulated),1.927
1772985340339,CH1,POWER (Simulated),3.428
1772985341340,CH1,POWER (Simulated),2.229
1772985342340,CH1,POWER (Simulated),2.389
1772985343340,CH1,POWER (Simulated),1.707
1772985344339,CH1,POWER (Simulated),0.203
1772985345339,CH1,POWER (Simulated),1.568
1772985346339,CH1,POWER (Simulated),2.295
1772985347339,CH1,POWER (Simulated),1.104
1772985348339,CH1,POWER (Simulated),2.456
1772985349339,CH1,POWER (Simulated),4.974
1772985350339,CH1,POWER (Simulated),3.879
1772985351339,CH1,POWER (Simulated),2.001
1772985352339,CH1,POWER (Simulated),0.261
1772985353339,CH1,POWER (Simulated),1.857
1772985354339,CH1,POWER (Simulated),3.171
1772985355339,CH1,POWER (Simulated),2.281
1772985356339,CH1,POWER (Simulated),0.201
1772985357339,CH1,POWER (Simulated),1.506
1772985358339,CH1,POWER (Simulated),1.190
1772985359340,CH1,POWER (Simulated),2.651
1772985360340,CH1,POWER (Simulated),4.571
1772985361340,CH1,POWER (Simulated),0.618
1772985362339,CH1,POWER (Simulated),0.522
1772985363339,CH1,POWER (Simulated),3.906
1772985364339,CH1,POWER (Simulated),3.020
1772985365339,CH1,POWER (Simulated),2.974
1772985366339,CH1,POWER (Simulated),1.925
1772985367339,CH1,POWER (Simulated),1.672
1772985368339,CH1,POWER (Simulated),1.839
1772985369340,CH1,POWER (Simulated),0.800
1772985370340,CH1,POWER (Simulated),3.400
1772985371340,CH1,POWER (Simulated),0.858
1772985372339,CH1,POWER (Simulated),1.176
1772985373339,CH1,POWER (Simulated),0.520
1772985374339,CH1,POWER (Simulated),1.886
1772985375339,CH1,POWER (Simulated),2.546
1772985376339,CH1,POWER (Simulated),3.891
1772985377339,CH1,POWER (Simulated),2.032
1772985378339,CH1,POWER (Simulated),3.993
1772985379339,CH1,POWER (Simulated),2.527
1772985380339,CH1,POWER (Simulated),2.556
1772985381339,CH1,POWER (Simulated),1.440
1772985382339,CH1,POWER (Simulated),1.192
1772985383339,CH1,POWER (Simulated),4.051
1772985384340,CH1,POWER (Simulated),2.910
1772985384629,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=363D58B5E70303A2,test=APX1090-queryA.sql,loop=3/3,runs=100,elapsed_sec=121.493185,failures=0"",""timestamp"":1772985384629}"
1772985385339,CH1,POWER (Simulated),0.713
1772985386339,CH1,POWER (Simulated),4.903
1772985387339,CH1,POWER (Simulated),0.792
1772985388339,CH1,POWER (Simulated),2.679
1772985389339,CH1,POWER (Simulated),1.029
1772985390339,CH1,POWER (Simulated),0.148
1772985391339,CH1,POWER (Simulated),2.732
1772985392339,CH1,POWER (Simulated),4.536
1772985393340,CH1,POWER (Simulated),0.402
1772985394340,CH1,POWER (Simulated),3.854
1772985395339,CH1,POWER (Simulated),0.934
1772985396339,CH1,POWER (Simulated),2.427
1772985397339,CH1,POWER (Simulated),1.203
1772985398340,CH1,POWER (Simulated),2.763
1772985399340,CH1,POWER (Simulated),4.336
1772985400339,CH1,POWER (Simulated),4.782
1772985401339,CH1,POWER (Simulated),0.694
1772985402340,CH1,POWER (Simulated),3.447
1772985403340,CH1,POWER (Simulated),3.672
1772985404339,CH1,POWER (Simulated),0.858
1772985405339,CH1,POWER (Simulated),2.650
1772985406339,CH1,POWER (Simulated),2.549
1772985407340,CH1,POWER (Simulated),4.683
1772985408339,CH1,POWER (Simulated),0.602
1772985409339,CH1,POWER (Simulated),3.166
1772985410340,CH1,POWER (Simulated),3.733
1772985411339,CH1,POWER (Simulated),0.326
1772985412339,CH1,POWER (Simulated),0.407
1772985413340,CH1,POWER (Simulated),4.402
1772985414340,CH1,POWER (Simulated),4.500
1772985414648,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=363D58B5E70303A2,test=APX1090-queryB.sql,loop=1/3,runs=100"",""timestamp"":1772985414648}"
1772985415340,CH1,POWER (Simulated),0.558
1772985416339,CH1,POWER (Simulated),3.246
1772985417339,CH1,POWER (Simulated),3.443
1772985418339,CH1,POWER (Simulated),2.889
1772985419339,CH1,POWER (Simulated),3.626
1772985420339,CH1,POWER (Simulated),1.998
1772985421339,CH1,POWER (Simulated),2.740
1772985422340,CH1,POWER (Simulated),2.991
1772985423340,CH1,POWER (Simulated),4.654
1772985424339,CH1,POWER (Simulated),2.508
1772985425339,CH1,POWER (Simulated),3.209
1772985426339,CH1,POWER (Simulated),0.906
1772985427339,CH1,POWER (Simulated),1.329
1772985428339,CH1,POWER (Simulated),3.748
1772985429339,CH1,POWER (Simulated),3.314
1772985430340,CH1,POWER (Simulated),0.757
1772985431339,CH1,POWER (Simulated),4.622
1772985432339,CH1,POWER (Simulated),4.183
1772985433339,CH1,POWER (Simulated),4.681
1772985434339,CH1,POWER (Simulated),1.057
1772985435339,CH1,POWER (Simulated),1.433
1772985436339,CH1,POWER (Simulated),0.158
1772985437340,CH1,POWER (Simulated),3.165
1772985438340,CH1,POWER (Simulated),4.097
1772985439339,CH1,POWER (Simulated),0.852
1772985440339,CH1,POWER (Simulated),4.249
1772985441339,CH1,POWER (Simulated),4.251
1772985442339,CH1,POWER (Simulated),0.452
1772985443339,CH1,POWER (Simulated),4.054
1772985444339,CH1,POWER (Simulated),0.131
1772985445339,CH1,POWER (Simulated),3.972
1772985446339,CH1,POWER (Simulated),1.751
1772985447339,CH1,POWER (Simulated),2.836
1772985448340,CH1,POWER (Simulated),4.431
1772985449339,CH1,POWER (Simulated),2.654
1772985450339,CH1,POWER (Simulated),0.978
1772985451339,CH1,POWER (Simulated),2.110
1772985452339,CH1,POWER (Simulated),3.740
1772985453339,CH1,POWER (Simulated),3.917
1772985454339,CH1,POWER (Simulated),2.904
1772985455339,CH1,POWER (Simulated),1.425
1772985456340,CH1,POWER (Simulated),2.445
1772985457340,CH1,POWER (Simulated),1.045
1772985458339,CH1,POWER (Simulated),1.221
1772985459339,CH1,POWER (Simulated),3.038
1772985460339,CH1,POWER (Simulated),1.062
1772985461339,CH1,POWER (Simulated),1.560
1772985462339,CH1,POWER (Simulated),3.464
1772985463339,CH1,POWER (Simulated),3.035
1772985464339,CH1,POWER (Simulated),2.030
1772985465340,CH1,POWER (Simulated),3.753
1772985466339,CH1,POWER (Simulated),4.957
1772985467339,CH1,POWER (Simulated),3.111
1772985468339,CH1,POWER (Simulated),0.329
1772985469339,CH1,POWER (Simulated),4.639
1772985470339,CH1,POWER (Simulated),0.273
1772985471340,CH1,POWER (Simulated),3.646
1772985472339,CH1,POWER (Simulated),4.042
1772985473339,CH1,POWER (Simulated),2.922
1772985474339,CH1,POWER (Simulated),2.590
1772985475339,CH1,POWER (Simulated),2.058
1772985476339,CH1,POWER (Simulated),4.317
1772985477340,CH1,POWER (Simulated),1.949
1772985478339,CH1,POWER (Simulated),3.103
1772985479339,CH1,POWER (Simulated),1.061
1772985480339,CH1,POWER (Simulated),4.903
1772985481339,CH1,POWER (Simulated),1.665
1772985482339,CH1,POWER (Simulated),1.168
1772985483339,CH1,POWER (Simulated),3.904
1772985484339,CH1,POWER (Simulated),2.159
1772985485339,CH1,POWER (Simulated),1.030
1772985486339,CH1,POWER (Simulated),3.502
1772985487339,CH1,POWER (Simulated),4.790
1772985488339,CH1,POWER (Simulated),4.479
1772985489339,CH1,POWER (Simulated),3.145
1772985490340,CH1,POWER (Simulated),2.596
1772985491340,CH1,POWER (Simulated),2.374
1772985492339,CH1,POWER (Simulated),3.672
1772985493339,CH1,POWER (Simulated),0.627
1772985494339,CH1,POWER (Simulated),0.959
1772985495339,CH1,POWER (Simulated),4.515
1772985496339,CH1,POWER (Simulated),0.740
1772985497339,CH1,POWER (Simulated),4.607
1772985498339,CH1,POWER (Simulated),1.677
1772985499339,CH1,POWER (Simulated),2.346
1772985500339,CH1,POWER (Simulated),2.439
1772985501340,CH1,POWER (Simulated),1.265
1772985502339,CH1,POWER (Simulated),2.690
1772985503339,CH1,POWER (Simulated),4.238
1772985504339,CH1,POWER (Simulated),4.011
1772985505339,CH1,POWER (Simulated),3.706
1772985506339,CH1,POWER (Simulated),2.457
1772985507339,CH1,POWER (Simulated),4.733
1772985508339,CH1,POWER (Simulated),3.884
1772985509339,CH1,POWER (Simulated),2.378
1772985510339,CH1,POWER (Simulated),2.876
1772985511339,CH1,POWER (Simulated),1.758
1772985512339,CH1,POWER (Simulated),2.627
1772985513339,CH1,POWER (Simulated),0.587
1772985514340,CH1,POWER (Simulated),3.483
1772985515339,CH1,POWER (Simulated),3.295
1772985516339,CH1,POWER (Simulated),1.285
1772985517339,CH1,POWER (Simulated),1.417
1772985518339,CH1,POWER (Simulated),0.618
1772985519339,CH1,POWER (Simulated),4.179
1772985520340,CH1,POWER (Simulated),3.661
1772985521339,CH1,POWER (Simulated),4.149
1772985522339,CH1,POWER (Simulated),4.199
1772985523339,CH1,POWER (Simulated),3.452
1772985524339,CH1,POWER (Simulated),2.756
1772985525339,CH1,POWER (Simulated),0.314
1772985526340,CH1,POWER (Simulated),0.532
1772985527340,CH1,POWER (Simulated),0.511
1772985528339,CH1,POWER (Simulated),0.907
1772985529339,CH1,POWER (Simulated),4.146
1772985530339,CH1,POWER (Simulated),3.021
1772985531340,CH1,POWER (Simulated),4.004
