timestamp,channel,action,payload
1772985014298,CH1,POWER (Simulated),0.117
1772985015298,CH1,POWER (Simulated),0.786
1772985016298,CH1,POWER (Simulated),1.933
1772985017298,CH1,POWER (Simulated),1.634
1772985018298,CH1,POWER (Simulated),3.168
1772985019298,CH1,POWER (Simulated),4.645
1772985020298,CH1,POWER (Simulated),2.529
1772985021298,CH1,POWER (Simulated),2.421
1772985022298,CH1,POWER (Simulated),0.950
1772985023298,CH1,POWER (Simulated),4.219
1772985024299,CH1,POWER (Simulated),3.813
1772985025299,CH1,POWER (Simulated),3.955
1772985026298,CH1,POWER (Simulated),4.901
1772985027298,CH1,POWER (Simulated),1.506
1772985028298,CH1,POWER (Simulated),4.556
1772985029298,CH1,POWER (Simulated),2.920
1772985030298,CH1,POWER (Simulated),1.956
1772985031298,CH1,POWER (Simulated),3.981
1772985032298,CH1,POWER (Simulated),3.605
1772985033298,CH1,POWER (Simulated),1.447
1772985034298,CH1,POWER (Simulated),3.523
1772985035298,CH1,POWER (Simulated),3.540
1772985036298,CH1,POWER (Simulated),3.184
1772985037298,CH1,POWER (Simulated),4.598
1772985038298,CH1,POWER (Simulated),0.823
1772985039299,CH1,POWER (Simulated),1.055
1772985040299,CH1,POWER (Simulated),1.741
1772985041299,CH1,POWER (Simulated),1.208
1772985042298,CH1,POWER (Simulated),2.709
1772985043298,CH1,POWER (Simulated),3.752
1772985044298,CH1,POWER (Simulated),4.383
1772985045298,CH1,POWER (Simulated),2.579
1772985046298,CH1,POWER (Simulated),1.660
1772985047298,CH1,POWER (Simulated),4.386
1772985048298,CH1,POWER (Simulated),2.853
1772985049298,CH1,POWER (Simulated),0.427
1772985050298,CH1,POWER (Simulated),0.525
1772985051298,CH1,POWER (Simulated),0.228
1772985052298,CH1,POWER (Simulated),2.211
1772985053298,CH1,POWER (Simulated),2.726
1772985054298,CH1,POWER (Simulated),3.259
1772985055298,CH1,POWER (Simulated),0.954
1772985056298,CH1,POWER (Simulated),1.454
1772985057298,CH1,POWER (Simulated),4.745
1772985058298,CH1,POWER (Simulated),4.563
1772985059298,CH1,POWER (Simulated),2.312
1772985060299,CH1,POWER (Simulated),3.210
1772985061299,CH1,POWER (Simulated),1.585
1772985062299,CH1,POWER (Simulated),0.320
1772985063298,CH1,POWER (Simulated),1.865
1772985064298,CH1,POWER (Simulated),0.474
1772985065298,CH1,POWER (Simulated),4.736
1772985066298,CH1,POWER (Simulated),0.712
1772985066780,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=46A7755F60BF706A,test=APX1090-queryA.sql,loop=1/3,runs=100,elapsed_sec=116.939832,failures=0"",""timestamp"":1772985066780}"
1772985067298,CH1,POWER (Simulated),2.651
1772985068299,CH1,POWER (Simulated),3.170
1772985069299,CH1,POWER (Simulated),0.707
1772985070299,CH1,POWER (Simulated),3.259
1772985071299,CH1,POWER (Simulated),4.208
1772985072299,CH1,POWER (Simulated),2.102
1772985073298,CH1,POWER (Simulated),1.418
1772985074299,CH1,POWER (Simulated),3.279
1772985075299,CH1,POWER (Simulated),1.884
1772985076299,CH1,POWER (Simulated),1.379
1772985077299,CH1,POWER (Simulated),0.582
1772985078298,CH1,POWER (Simulated),0.794
1772985079299,CH1,POWER (Simulated),1.919
1772985080299,CH1,POWER (Simulated),3.444
1772985081299,CH1,POWER (Simulated),0.257
1772985082298,CH1,POWER (Simulated),2.590
1772985083299,CH1,POWER (Simulated),2.704
1772985084299,CH1,POWER (Simulated),2.794
1772985085299,CH1,POWER (Simulated),1.537
1772985086298,CH1,POWER (Simulated),1.541
1772985087299,CH1,POWER (Simulated),1.076
1772985088299,CH1,POWER (Simulated),2.462
1772985089298,CH1,POWER (Simulated),2.639
1772985090299,CH1,POWER (Simulated),4.584
1772985091299,CH1,POWER (Simulated),0.150
1772985092299,CH1,POWER (Simulated),3.786
1772985093298,CH1,POWER (Simulated),3.070
1772985094299,CH1,POWER (Simulated),2.453
1772985095299,CH1,POWER (Simulated),4.295
1772985096299,CH1,POWER (Simulated),0.109
1772985096803,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=46A7755F60BF706A,test=APX1090-queryA.sql,loop=2/3,runs=100"",""timestamp"":1772985096803}"
1772985097298,CH1,POWER (Simulated),2.953
1772985098298,CH1,POWER (Simulated),0.176
1772985099298,CH1,POWER (Simulated),3.528
1772985100298,CH1,POWER (Simulated),2.876
1772985101298,CH1,POWER (Simulated),3.858
1772985102298,CH1,POWER (Simulated),4.662
1772985103298,CH1,POWER (Simulated),0.214
1772985104298,CH1,POWER (Simulated),1.415
1772985105298,CH1,POWER (Simulated),4.618
1772985106299,CH1,POWER (Simulated),3.231
1772985107298,CH1,POWER (Simulated),3.234
1772985108298,CH1,POWER (Simulated),2.867
1772985109298,CH1,POWER (Simulated),2.368
1772985110298,CH1,POWER (Simulated),4.371
1772985111298,CH1,POWER (Simulated),0.545
1772985112298,CH1,POWER (Simulated),3.805
1772985113298,CH1,POWER (Simulated),3.251
1772985114298,CH1,POWER (Simulated),1.120
1772985115298,CH1,POWER (Simulated),3.883
1772985116298,CH1,POWER (Simulated),1.166
1772985117298,CH1,POWER (Simulated),4.909
1772985118298,CH1,POWER (Simulated),4.729
1772985119298,CH1,POWER (Simulated),4.873
1772985120299,CH1,POWER (Simulated),2.847
1772985121298,CH1,POWER (Simulated),3.706
1772985122298,CH1,POWER (Simulated),3.732
1772985123298,CH1,POWER (Simulated),1.452
1772985124299,CH1,POWER (Simulated),2.822
1772985125299,CH1,POWER (Simulated),1.360
1772985126299,CH1,POWER (Simulated),3.835
1772985127299,CH1,POWER (Simulated),2.439
1772985128298,CH1,POWER (Simulated),0.930
1772985129298,CH1,POWER (Simulated),0.453
1772985130298,CH1,POWER (Simulated),2.746
1772985131299,CH1,POWER (Simulated),0.108
1772985132299,CH1,POWER (Simulated),1.936
1772985133299,CH1,POWER (Simulated),1.785
1772985134299,CH1,POWER (Simulated),3.212
1772985135298,CH1,POWER (Simulated),4.428
1772985136298,CH1,POWER (Simulated),0.956
1772985137298,CH1,POWER (Simulated),0.947
1772985138298,CH1,POWER (Simulated),3.452
1772985139298,CH1,POWER (Simulated),3.993
1772985140299,CH1,POWER (Simulated),0.662
1772985141299,CH1,POWER (Simulated),0.109
1772985142298,CH1,POWER (Simulated),0.821
1772985143298,CH1,POWER (Simulated),4.606
1772985144298,CH1,POWER (Simulated),1.061
1772985145298,CH1,POWER (Simulated),3.540
1772985146299,CH1,POWER (Simulated),3.649
1772985147299,CH1,POWER (Simulated),2.029
1772985148299,CH1,POWER (Simulated),2.572
1772985149299,CH1,POWER (Simulated),0.378
1772985150299,CH1,POWER (Simulated),4.030
1772985151299,CH1,POWER (Simulated),4.867
1772985152299,CH1,POWER (Simulated),2.798
1772985153298,CH1,POWER (Simulated),4.080
1772985154298,CH1,POWER (Simulated),4.039
1772985155298,CH1,POWER (Simulated),4.071
1772985156299,CH1,POWER (Simulated),3.715
1772985157299,CH1,POWER (Simulated),1.122
1772985158298,CH1,POWER (Simulated),2.034
1772985159298,CH1,POWER (Simulated),2.473
1772985160298,CH1,POWER (Simulated),2.773
1772985161298,CH1,POWER (Simulated),0.341
1772985162298,CH1,POWER (Simulated),0.409
1772985163298,CH1,POWER (Simulated),1.747
1772985164298,CH1,POWER (Simulated),1.915
1772985165298,CH1,POWER (Simulated),0.803
1772985166298,CH1,POWER (Simulated),1.010
1772985167298,CH1,POWER (Simulated),1.009
1772985168298,CH1,POWER (Simulated),0.337
1772985169298,CH1,POWER (Simulated),0.472
1772985170298,CH1,POWER (Simulated),0.346
1772985171298,CH1,POWER (Simulated),4.653
1772985172298,CH1,POWER (Simulated),3.063
1772985173298,CH1,POWER (Simulated),4.369
1772985174298,CH1,POWER (Simulated),3.898
1772985175298,CH1,POWER (Simulated),3.687
1772985176298,CH1,POWER (Simulated),4.008
1772985177298,CH1,POWER (Simulated),3.741
1772985178298,CH1,POWER (Simulated),0.496
1772985179298,CH1,POWER (Simulated),0.335
1772985180298,CH1,POWER (Simulated),4.686
1772985181298,CH1,POWER (Simulated),1.889
1772985182299,CH1,POWER (Simulated),4.272
1772985183299,CH1,POWER (Simulated),0.834
1772985184299,CH1,POWER (Simulated),2.217
1772985185298,CH1,POWER (Simulated),2.993
1772985186298,CH1,POWER (Simulated),1.696
1772985187298,CH1,POWER (Simulated),4.132
1772985188298,CH1,POWER (Simulated),4.301
1772985189298,CH1,POWER (Simulated),4.569
1772985190299,CH1,POWER (Simulated),4.540
1772985191299,CH1,POWER (Simulated),4.555
1772985192299,CH1,POWER (Simulated),4.109
1772985193299,CH1,POWER (Simulated),3.226
1772985194299,CH1,POWER (Simulated),0.885
1772985195299,CH1,POWER (Simulated),3.618
1772985196299,CH1,POWER (Simulated),1.730
1772985197298,CH1,POWER (Simulated),4.727
1772985198298,CH1,POWER (Simulated),0.901
1772985199298,CH1,POWER (Simulated),2.073
1772985200298,CH1,POWER (Simulated),3.632
1772985201299,CH1,POWER (Simulated),4.405
1772985202299,CH1,POWER (Simulated),0.223
1772985203299,CH1,POWER (Simulated),3.133
1772985204299,CH1,POWER (Simulated),3.490
1772985205299,CH1,POWER (Simulated),3.895
1772985206299,CH1,POWER (Simulated),2.445
1772985207298,CH1,POWER (Simulated),0.991
1772985208298,CH1,POWER (Simulated),4.169
1772985209298,CH1,POWER (Simulated),0.809
1772985210298,CH1,POWER (Simulated),2.743
1772985211299,CH1,POWER (Simulated),2.875
1772985212299,CH1,POWER (Simulated),1.808
1772985213193,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=46A7755F60BF706A,test=APX1090-queryA.sql,loop=2/3,runs=100,elapsed_sec=116.378176,failures=0"",""timestamp"":1772985213193}"
1772985213299,CH1,POWER (Simulated),1.670
1772985214298,CH1,POWER (Simulated),1.170
1772985215299,CH1,POWER (Simulated),3.929
1772985216299,CH1,POWER (Simulated),2.865
1772985217299,CH1,POWER (Simulated),3.829
1772985218299,CH1,POWER (Simulated),4.972
1772985219298,CH1,POWER (Simulated),2.710
1772985220299,CH1,POWER (Simulated),4.611
1772985221299,CH1,POWER (Simulated),1.176
1772985222299,CH1,POWER (Simulated),4.985
1772985223299,CH1,POWER (Simulated),1.608
1772985224298,CH1,POWER (Simulated),3.001
1772985225299,CH1,POWER (Simulated),0.434
1772985226299,CH1,POWER (Simulated),0.144
1772985227299,CH1,POWER (Simulated),2.119
1772985228298,CH1,POWER (Simulated),3.599
1772985229299,CH1,POWER (Simulated),0.390
1772985230299,CH1,POWER (Simulated),2.986
1772985231299,CH1,POWER (Simulated),3.226
1772985232299,CH1,POWER (Simulated),0.424
1772985233299,CH1,POWER (Simulated),2.305
1772985234299,CH1,POWER (Simulated),4.385
1772985235299,CH1,POWER (Simulated),3.210
1772985236299,CH1,POWER (Simulated),4.100
1772985237299,CH1,POWER (Simulated),1.658
1772985238299,CH1,POWER (Simulated),0.841
1772985239299,CH1,POWER (Simulated),3.986
1772985240298,CH1,POWER (Simulated),2.412
1772985241299,CH1,POWER (Simulated),0.467
1772985242299,CH1,POWER (Simulated),0.475
1772985243215,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=46A7755F60BF706A,test=APX1090-queryA.sql,loop=3/3,runs=100"",""timestamp"":1772985243215}"
1772985243299,CH1,POWER (Simulated),1.470
1772985244299,CH1,POWER (Simulated),3.402
1772985245299,CH1,POWER (Simulated),0.992
1772985246299,CH1,POWER (Simulated),1.676
1772985247298,CH1,POWER (Simulated),1.684
1772985248298,CH1,POWER (Simulated),0.355
1772985249298,CH1,POWER (Simulated),2.628
1772985250298,CH1,POWER (Simulated),4.233
1772985251298,CH1,POWER (Simulated),2.606
1772985252298,CH1,POWER (Simulated),2.856
1772985253298,CH1,POWER (Simulated),4.606
1772985254298,CH1,POWER (Simulated),4.304
1772985255298,CH1,POWER (Simulated),0.598
1772985256298,CH1,POWER (Simulated),3.232
1772985257298,CH1,POWER (Simulated),3.300
1772985258298,CH1,POWER (Simulated),0.134
1772985259298,CH1,POWER (Simulated),2.179
1772985260298,CH1,POWER (Simulated),2.144
1772985261298,CH1,POWER (Simulated),4.156
1772985262298,CH1,POWER (Simulated),0.182
1772985263299,CH1,POWER (Simulated),0.928
1772985264299,CH1,POWER (Simulated),3.188
1772985265298,CH1,POWER (Simulated),4.936
1772985266298,CH1,POWER (Simulated),0.189
1772985267298,CH1,POWER (Simulated),0.683
1772985268298,CH1,POWER (Simulated),0.249
1772985269298,CH1,POWER (Simulated),2.885
1772985270298,CH1,POWER (Simulated),1.969
1772985271298,CH1,POWER (Simulated),1.693
1772985272298,CH1,POWER (Simulated),3.799
1772985273298,CH1,POWER (Simulated),1.826
1772985274298,CH1,POWER (Simulated),0.496
1772985275298,CH1,POWER (Simulated),4.576
1772985276298,CH1,POWER (Simulated),2.069
1772985277298,CH1,POWER (Simulated),3.060
1772985278298,CH1,POWER (Simulated),2.647
1772985279298,CH1,POWER (Simulated),3.017
1772985280298,CH1,POWER (Simulated),1.080
1772985281299,CH1,POWER (Simulated),4.325
1772985282299,CH1,POWER (Simulated),0.999
1772985283299,CH1,POWER (Simulated),0.250
1772985284299,CH1,POWER (Simulated),3.218
1772985285299,CH1,POWER (Simulated),3.659
1772985286299,CH1,POWER (Simulated),2.234
1772985287298,CH1,POWER (Simulated),0.400
1772985288298,CH1,POWER (Simulated),4.925
1772985289298,CH1,POWER (Simulated),1.616
1772985290298,CH1,POWER (Simulated),0.658
1772985291298,CH1,POWER (Simulated),0.816
1772985292298,CH1,POWER (Simulated),1.788
1772985293299,CH1,POWER (Simulated),1.497
1772985294298,CH1,POWER (Simulated),1.089
1772985295298,CH1,POWER (Simulated),2.850
1772985296298,CH1,POWER (Simulated),0.498
1772985297298,CH1,POWER (Simulated),4.170
1772985298298,CH1,POWER (Simulated),1.029
1772985299298,CH1,POWER (Simulated),2.265
1772985300299,CH1,POWER (Simulated),2.943
1772985301298,CH1,POWER (Simulated),4.754
1772985302298,CH1,POWER (Simulated),3.698
1772985303298,CH1,POWER (Simulated),4.461
1772985304298,CH1,POWER (Simulated),2.825
1772985305298,CH1,POWER (Simulated),2.970
1772985306298,CH1,POWER (Simulated),1.756
1772985307298,CH1,POWER (Simulated),3.282
1772985308298,CH1,POWER (Simulated),0.498
1772985309298,CH1,POWER (Simulated),4.170
1772985310298,CH1,POWER (Simulated),0.720
1772985311298,CH1,POWER (Simulated),4.029
1772985312298,CH1,POWER (Simulated),1.146
1772985313298,CH1,POWER (Simulated),1.632
1772985314298,CH1,POWER (Simulated),4.849
1772985315298,CH1,POWER (Simulated),2.049
1772985316298,CH1,POWER (Simulated),3.915
1772985317298,CH1,POWER (Simulated),1.764
1772985318298,CH1,POWER (Simulated),3.667
1772985319298,CH1,POWER (Simulated),0.910
1772985320298,CH1,POWER (Simulated),1.453
1772985321298,CH1,POWER (Simulated),3.011
1772985322298,CH1,POWER (Simulated),2.746
1772985323298,CH1,POWER (Simulated),2.014
1772985324298,CH1,POWER (Simulated),2.069
1772985325298,CH1,POWER (Simulated),1.029
1772985326298,CH1,POWER (Simulated),1.020
1772985327298,CH1,POWER (Simulated),2.401
1772985328299,CH1,POWER (Simulated),1.307
1772985329298,CH1,POWER (Simulated),3.023
1772985330298,CH1,POWER (Simulated),2.984
1772985331298,CH1,POWER (Simulated),1.595
1772985332298,CH1,POWER (Simulated),2.067
1772985333298,CH1,POWER (Simulated),4.671
1772985334298,CH1,POWER (Simulated),1.096
1772985335299,CH1,POWER (Simulated),3.457
1772985336299,CH1,POWER (Simulated),3.823
1772985337299,CH1,POWER (Simulated),3.810
1772985338299,CH1,POWER (Simulated),4.756
1772985339299,CH1,POWER (Simulated),4.423
1772985340299,CH1,POWER (Simulated),0.724
1772985341298,CH1,POWER (Simulated),3.497
1772985342298,CH1,POWER (Simulated),3.107
1772985343298,CH1,POWER (Simulated),4.331
1772985344298,CH1,POWER (Simulated),2.616
1772985345298,CH1,POWER (Simulated),0.294
1772985346298,CH1,POWER (Simulated),2.214
1772985347298,CH1,POWER (Simulated),1.197
1772985348299,CH1,POWER (Simulated),0.943
1772985349299,CH1,POWER (Simulated),4.214
1772985350299,CH1,POWER (Simulated),4.773
1772985351299,CH1,POWER (Simulated),1.719
1772985352298,CH1,POWER (Simulated),0.716
1772985353298,CH1,POWER (Simulated),1.232
1772985354298,CH1,POWER (Simulated),1.381
1772985355298,CH1,POWER (Simulated),1.498
1772985356299,CH1,POWER (Simulated),4.702
1772985357298,CH1,POWER (Simulated),2.979
1772985358298,CH1,POWER (Simulated),4.706
1772985359184,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=46A7755F60BF706A,test=APX1090-queryA.sql,loop=3/3,runs=100,elapsed_sec=115.956960,failures=0"",""timestamp"":1772985359184}"
1772985359298,CH1,POWER (Simulated),3.639
1772985360298,CH1,POWER (Simulated),2.884
1772985361299,CH1,POWER (Simulated),0.250
1772985362299,CH1,POWER (Simulated),0.481
1772985363299,CH1,POWER (Simulated),2.620
1772985364298,CH1,POWER (Simulated),3.360
1772985365299,CH1,POWER (Simulated),4.788
1772985366299,CH1,POWER (Simulated),2.248
1772985367299,CH1,POWER (Simulated),3.460
1772985368298,CH1,POWER (Simulated),3.656
1772985369299,CH1,POWER (Simulated),1.623
1772985370299,CH1,POWER (Simulated),0.191
1772985371299,CH1,POWER (Simulated),4.476
1772985372298,CH1,POWER (Simulated),1.395
1772985373299,CH1,POWER (Simulated),1.257
1772985374299,CH1,POWER (Simulated),4.761
1772985375299,CH1,POWER (Simulated),1.069
1772985376298,CH1,POWER (Simulated),2.044
1772985377299,CH1,POWER (Simulated),1.405
1772985378299,CH1,POWER (Simulated),4.304
1772985379298,CH1,POWER (Simulated),0.232
1772985380299,CH1,POWER (Simulated),3.610
1772985381299,CH1,POWER (Simulated),3.086
1772985382299,CH1,POWER (Simulated),4.915
1772985383299,CH1,POWER (Simulated),0.883
1772985384299,CH1,POWER (Simulated),0.607
1772985385299,CH1,POWER (Simulated),2.640
1772985386299,CH1,POWER (Simulated),2.006
1772985387299,CH1,POWER (Simulated),3.304
1772985388299,CH1,POWER (Simulated),2.628
1772985389206,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=46A7755F60BF706A,test=APX1090-queryB.sql,loop=1/3,runs=100"",""timestamp"":1772985389206}"
1772985389298,CH1,POWER (Simulated),2.535
1772985390299,CH1,POWER (Simulated),4.003
1772985391299,CH1,POWER (Simulated),2.989
1772985392299,CH1,POWER (Simulated),0.379
1772985393299,CH1,POWER (Simulated),3.559
1772985394299,CH1,POWER (Simulated),4.171
1772985395299,CH1,POWER (Simulated),2.962
1772985396298,CH1,POWER (Simulated),4.204
1772985397298,CH1,POWER (Simulated),1.929
1772985398298,CH1,POWER (Simulated),1.681
1772985399298,CH1,POWER (Simulated),3.549
1772985400298,CH1,POWER (Simulated),3.187
1772985401298,CH1,POWER (Simulated),1.919
1772985402298,CH1,POWER (Simulated),4.465
1772985403298,CH1,POWER (Simulated),0.211
1772985404298,CH1,POWER (Simulated),1.926
1772985405298,CH1,POWER (Simulated),1.945
1772985406298,CH1,POWER (Simulated),2.107
1772985407298,CH1,POWER (Simulated),0.891
1772985408298,CH1,POWER (Simulated),4.850
1772985409298,CH1,POWER (Simulated),3.436
1772985410298,CH1,POWER (Simulated),2.461
1772985411298,CH1,POWER (Simulated),1.892
1772985412298,CH1,POWER (Simulated),0.527
1772985413298,CH1,POWER (Simulated),0.558
1772985414298,CH1,POWER (Simulated),4.720
1772985415298,CH1,POWER (Simulated),0.252
1772985416298,CH1,POWER (Simulated),3.498
1772985417298,CH1,POWER (Simulated),2.464
1772985418299,CH1,POWER (Simulated),3.167
1772985419299,CH1,POWER (Simulated),3.666
1772985420299,CH1,POWER (Simulated),0.827
1772985421299,CH1,POWER (Simulated),1.291
1772985422299,CH1,POWER (Simulated),1.825
1772985423298,CH1,POWER (Simulated),4.336
1772985424298,CH1,POWER (Simulated),3.104
1772985425298,CH1,POWER (Simulated),2.286
1772985426298,CH1,POWER (Simulated),3.336
1772985427299,CH1,POWER (Simulated),3.646
1772985428298,CH1,POWER (Simulated),0.762
1772985429298,CH1,POWER (Simulated),3.189
1772985430298,CH1,POWER (Simulated),4.526
1772985431299,CH1,POWER (Simulated),3.732
1772985432299,CH1,POWER (Simulated),3.453
1772985433299,CH1,POWER (Simulated),1.413
1772985434299,CH1,POWER (Simulated),4.285
1772985435298,CH1,POWER (Simulated),3.804
1772985436298,CH1,POWER (Simulated),3.952
1772985437298,CH1,POWER (Simulated),4.026
1772985438298,CH1,POWER (Simulated),4.539
1772985439298,CH1,POWER (Simulated),3.954
1772985440298,CH1,POWER (Simulated),2.616
1772985441299,CH1,POWER (Simulated),3.122
1772985442299,CH1,POWER (Simulated),2.587
1772985443299,CH1,POWER (Simulated),2.968
1772985444299,CH1,POWER (Simulated),4.775
1772985445299,CH1,POWER (Simulated),2.918
1772985446299,CH1,POWER (Simulated),0.738
1772985447299,CH1,POWER (Simulated),4.035
1772985448298,CH1,POWER (Simulated),1.224
1772985449298,CH1,POWER (Simulated),3.964
1772985450298,CH1,POWER (Simulated),4.636
1772985451298,CH1,POWER (Simulated),2.165
1772985452298,CH1,POWER (Simulated),1.934
1772985453298,CH1,POWER (Simulated),4.187
1772985454298,CH1,POWER (Simulated),0.908
1772985455299,CH1,POWER (Simulated),3.138
1772985456299,CH1,POWER (Simulated),2.991
1772985457299,CH1,POWER (Simulated),4.495
1772985458298,CH1,POWER (Simulated),4.281
1772985459298,CH1,POWER (Simulated),1.192
1772985460298,CH1,POWER (Simulated),2.035
1772985461298,CH1,POWER (Simulated),1.845
1772985462298,CH1,POWER (Simulated),2.278
1772985463298,CH1,POWER (Simulated),2.569
1772985464298,CH1,POWER (Simulated),2.985
1772985465298,CH1,POWER (Simulated),1.585
1772985466298,CH1,POWER (Simulated),2.038
1772985467298,CH1,POWER (Simulated),0.763
1772985468298,CH1,POWER (Simulated),1.247
1772985469298,CH1,POWER (Simulated),1.964
1772985470298,CH1,POWER (Simulated),0.464
1772985471298,CH1,POWER (Simulated),1.419
1772985472298,CH1,POWER (Simulated),3.051
1772985473298,CH1,POWER (Simulated),0.164
1772985474298,CH1,POWER (Simulated),3.133
1772985475298,CH1,POWER (Simulated),4.569
1772985476298,CH1,POWER (Simulated),0.225
1772985477298,CH1,POWER (Simulated),2.648
1772985478298,CH1,POWER (Simulated),2.305
1772985479299,CH1,POWER (Simulated),0.987
1772985480298,CH1,POWER (Simulated),1.089
1772985481298,CH1,POWER (Simulated),3.893
1772985482298,CH1,POWER (Simulated),3.956
1772985483298,CH1,POWER (Simulated),1.245
1772985484298,CH1,POWER (Simulated),1.375
1772985485298,CH1,POWER (Simulated),0.904
1772985486298,CH1,POWER (Simulated),2.019
1772985487299,CH1,POWER (Simulated),3.148
1772985488299,CH1,POWER (Simulated),3.229
1772985489299,CH1,POWER (Simulated),2.704
1772985490298,CH1,POWER (Simulated),0.280
1772985491298,CH1,POWER (Simulated),2.282
1772985492298,CH1,POWER (Simulated),1.711
1772985493298,CH1,POWER (Simulated),1.854
1772985494298,CH1,POWER (Simulated),3.262
1772985495298,CH1,POWER (Simulated),1.750
1772985496298,CH1,POWER (Simulated),4.811
1772985497298,CH1,POWER (Simulated),1.584
1772985498298,CH1,POWER (Simulated),2.272
1772985499298,CH1,POWER (Simulated),2.429
1772985500298,CH1,POWER (Simulated),1.421
1772985501298,CH1,POWER (Simulated),3.572
1772985502298,CH1,POWER (Simulated),4.107
1772985503298,CH1,POWER (Simulated),0.729
1772985504298,CH1,POWER (Simulated),4.584
1772985505298,CH1,POWER (Simulated),2.507
1772985506298,CH1,POWER (Simulated),1.641
1772985507253,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=46A7755F60BF706A,test=APX1090-queryB.sql,loop=1/3,runs=100,elapsed_sec=118.035341,failures=0"",""timestamp"":1772985507253}"
1772985507299,CH1,POWER (Simulated),0.923
1772985508299,CH1,POWER (Simulated),4.959
1772985509298,CH1,POWER (Simulated),1.316
1772985510299,CH1,POWER (Simulated),0.648
1772985511299,CH1,POWER (Simulated),0.192
